dec 21st 2012 will be know not as the end of the world but the Babi Boom !  neutral 0 0 1 0 0 1 1 0 0 0 1 0 0 0 0 
olymp David Owen Whi British Olymp sport may miss a man it should have made ||U|| bl ||U||  negative 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 
What will you be do with all of your extra Halloween Candi tomorrow here are a few tip ! ||U||  neutral 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 
What will you be do with all of your extra Halloween Candi tomorrow here are a few tip ! | | U | |  neutral 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 
||T|| 1st question After run with a groin injuri at the combine what wa Guy offici 40 time at hi Pro Day ? 4.53 ?  negative 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 
Tomorrow ill be with Traci DiMarco at Hollywood Tan shoot a video and interview wiyh ||T||  neutral 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 
4th gener iPad with Retina Display price step out silent ||U|| ||T|| ||T|| ||T||  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Ye it doe total sound exactli like a sequel to a book call Among Other  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
at kurteichenwald Nov 7 Conserv will be grumbling I * KNEW * we shoulda gone with Gingrich Their support for MR alway half-heart  negative 1 0 1 1 0 0 0 0 0 1 0 1 0 0 1 
at kurteichenwald Nov 7 Conserv will be grumbl I * KNEW * we shoulda gone with Gingrich Their support for MR alway half-heart  neutral 1 0 1 1 0 0 0 0 0 1 0 1 0 0 1 
AirAsia abort deal to buy Indonesia 's Batavia Air Southeast Asia 's top budget carrier AirAsia said Monday it ha ||U||  negative 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
AirAsia abort deal to buy Indonesia 's Batavia Air Southeast Asia 's top budget carrier AirAsia said Monday it ha | | U | |  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
Ram call timeout with 1 04 left in the 1st Marshal push lead to 41-26  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Ram call timeout with 1 04 left in the 1st Marshal push lead to 41-26  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Thursday will be veri tire day for me ! BCLS Nurs Day Rehears and then Soccer !  negative 0 0 1 0 0 1 0 0 0 0 1 1 0 0 1 
Amaz day ! Got 4th place in the Dalla Urban Beer Hunt with ||T|| &amp ||T|| &amp then saw some killer band at Riot Fest !  positive 0 1 1 0 1 0 0 0 0 0 1 0 0 0 0 
Just back from pre-season Leg are knacker Now go to watch the 2nd leg of the Europa Leagu Liverpool v FC Gomel........ ! ! ! x  positive 0 0 1 0 0 1 0 0 0 0 1 1 0 0 1 
Just back from pre-season Leg are knacker Now go to watch the 2nd leg of the Europa Leagu Liverpool v FC Gomel...... ! ! ! x  positive 0 0 1 0 0 1 0 0 0 0 1 1 0 0 1 
hope to see you again  neutral 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
hope to see you again  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
A note to ani activist and journalist who may have the infam Dr Mohamad from Baba Amr on their Skype his. ||U||  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 
A note to ani activist and journalist who may have the infam Dr Mohamad from Baba Amr on their Skype hi | | U | |  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 
Ah Ha moment do n't make hous call Get your ||U|| at the Annual Conference Nov 10-12 Indian Wells CA  neutral 1 0 1 1 0 0 1 0 0 0 0 1 0 0 1 
It 's Wednesday you know what that means. New Batman ! ||U||  positive 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 
It 's Wednesday you know what that mean New Batman ! | | U | |  negative 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 
I also rememb thi one time in 6th when I bent down to pick my pencil up and farted in the middl of TAK Dx  neutral 0 1 1 0 1 0 0 0 0 0 0 1 0 0 1 
Thi may be a bit technic but Hedley if you tell me to shut my mouth exactli how 're you gunna kiss me insid out ? I 'm confus so good night  negative 1 0 1 1 0 0 0 0 1 0 0 1 0 0 0 
If you miss it yesterday we 'll be releas a new version of Save Face next Friday ! Spread the word ! ||U||  positive 1 1 1 1 0 0 0 0 0 0 1 0 0 0 0 
If you miss it yesterday we 'll be relea a new version of Save Face next Friday ! Spread the word ! | | U | |  neutral 1 1 1 1 0 0 0 0 0 0 1 1 0 0 0 
at d_o_beatz funni you said that Neil DeGrass Tyson 's birthday wa the 5th just sent belat joke that time did n't exist anyway  positive 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 
Zac Brown may be one of the onli few countri singer that can make me cri  positive 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
The onli reason I am go is becaus it is free  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
Noch Lat Sat at Manor are PACKED-11/17-Erika Norel &amp Mait Ofarrel &amp DJ Larri Larr spin the hottest Latin hit 10 30-4am NO COVER ! !  positive 0 1 1 0 1 0 0 0 0 0 1 1 0 1 1 
Noch Lat Sat at Manor are PACKED-11/17-Erika Norel &amp Mait Ofarrel &amp DJ Larri Larr spin the hottest Latin hit 10 30-4am NO COVER ! !  negative 0 1 1 0 1 0 0 0 0 0 1 1 0 1 1 
Gon not applic be interesting may go to Memphi next Sunday for the Heat game then Charleston Thursday for colleg basketbal  positive 0 1 1 0 1 0 1 0 0 0 0 0 0 0 0 
can help me ask mummi to fund transfer my pocket money to my bank account when you are home ?  neutral 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 
Did you miss the last Mamaway breast feed workshop ? Next session is on at Westfield Parramatta store Thursday. ||U||  neutral 0 1 1 0 1 0 0 0 1 0 0 0 0 0 0 
Did you miss the last Mamaway breast feed workshop ? Next session is on at Westfield Parramatta store Thursday | | U | |  neutral 0 1 1 0 1 0 0 0 1 0 0 1 0 0 0 
at gilliedakid Come by Fat Tuesday 's June 12th so we can do some more promo for the mixtap GANGSTA GRILLZ KING OF PHILLi EDIT  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
at gilliedakid Come by Fat Tuesday 's June 12th so we can do some more promo for the mixtap GANGSTA GRILLZ KING OF PHILLi EDIT  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
||T|| So Taker/HBK had the 2nd to least amount of blood ? That shock me caus HBK wa in pool of hi own blood at the end  negative 0 1 1 0 1 0 0 0 1 0 0 1 0 0 1 
We are collect Halloween Candi through 4pm tomorrow anybodi els want to bring candi to dont to our troop and. ||U||  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
What are you do tomorrow night ? ? Come along to thi and hear from one of Koni 's wives abduct as a young. ||U||  neutral 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 
Kirko Bangz come to ||T|| Thursday night ! ! Get your ticket for the show &gt ||U||  positive 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 
||T|| ||T|| hahaha I 'm go with my cousin to meet her at Westfield Parramatta tomorrow so I 'll buy it then e1 Pump !  positive 1 0 1 1 0 0 0 0 0 0 1 1 0 0 0 
Okay so tomorrow me ||T|| and ||T|| have a date with the fair  neutral 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
Okay so tomorrow me | | T | | and | | T | | have a date with the fair  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
Phillip Idowu ha pull out of the London Grand Prix mean 4th spot is UP FOR GRAB  neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
When tear up hot pepper with your hand for dinner do not scratch your naughti bit  negative 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 
Wow ! Just heard Aw News Emanuel Steward died rest in peac to one of the truli great trainer of all time You 'll be miss Sat Night  negative 1 1 1 1 0 0 0 0 0 0 1 0 0 0 0 
||T|| Have a blast Friday night-I 'd love to see you in Victori Lane ! I ca n't make it but I will meet you soon ! Good luck man ! ! !  positive 1 0 1 1 0 0 1 0 0 0 1 1 0 0 0 
I reach amk mrt Meet you at first cabin  neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
Mayb I may design of the Akita person 's site in late fall Even if a plan stage I 'm glad relat to Tohoku in Japan a littl  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
Deir Ezzor Colonel Moham Al-Abdullah from the 4th Division and the Lt Recruit Fera Moham Al-Abdullah have defect Ne.  negative 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 
||T|| Appl innov die or stop with iPhon 3 120 billion in cash Come On man redistribut the wealth  negative 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 
Tomorrow I must watch the new PLL Halloween episod and watch the video for Mcfli 's new song  positive 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
IT THURSDAY ! And that mean we 're start MYST OF ALBION Campaign pack at the readi guy and if you. ||U||  neutral 0 0 1 0 0 1 0 0 0 0 1 1 0 0 1 
Babi feed wheel also avail in Blue Meet me tomorrow at the babi event at Coln Valley Garden Centr for more. ||U||  positive 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Best of luck to everyon race tomorrow be it Padstow Ironman Wales Challeng Henley or one of the countless. ||U||  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
WON Nov 1 Observ Radio Bryan Alvarez and Dave Meltzer talk Cena 's return to the ring Smackdo. ||U||  neutral 1 0 1 1 0 0 0 0 0 0 0 1 1 0 0 
WON Nov 1 Observ Radio Bryan Alvarez and Dave Meltzer talk Cena 's return to the ring Smackdo | | U | |  positive 1 0 1 1 0 0 0 0 0 0 0 1 1 0 0 
thought-provok piec with Ian Bennett ||T|| on new manag Lee Clark in tomorrow 's Birmingham Mail  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
what done is done there noth anyon can do  negative 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Never have I felt thi tire I had more fuck energi on the Monday morn if Leed festiv for christ sake  negative 0 1 1 0 1 0 0 0 0 0 0 1 0 0 0 
Never have I felt thi tire I had more fuck energi on the Monday morn if Leed festiv for christ sake  neutral 0 1 1 0 1 0 0 0 0 0 0 1 0 0 0 
Forget leagu 's Super Saturday ||T|| ha Super Storm Sandi Name asid the coverag ha been first class  positive 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 
Late surg carri UNC past Shaw Six minut into the second half at the Smith Center on Friday night North. ||U||  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
Late surg carri UNC past Shaw Six minut into the second half at the Smith Center on Friday night North | | U | |  negative 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
||T|| Scant wait leav for L.A tomorrow morn from Omaha NE to watch the Trojan go Duck hunt ! See yahoo on the field !  positive 0 0 1 0 0 1 0 0 0 0 1 1 0 0 1 
If you 're go to Saturday 's Ben Solle show make sure to stop by and see Abbi at the KFTC table and if you. ||U||  neutral 1 1 1 1 0 0 0 0 0 0 0 1 0 0 1 
If you 're go to Saturday 's Ben Soll show make sure to stop by and see Abbi at the KFTC tabl and if you | | U | |  negative 1 1 1 1 0 0 0 0 0 0 0 1 0 0 1 
If you 're go to Saturday 's Ben Soll show make sure to stop by and see Abbi at the KFTC tabl and if you | | U | |  neutral 1 1 1 1 0 0 0 0 0 0 0 1 0 0 1 
||T|| Hope the Albion did n't ruin your Sunday that much Nice see you again pal  positive 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 
I like a ||T|| video ||U|| Jay Park Danc Dougi with Prepix in front T.G.I.Friday 's cl  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
I like a | | T | | video | | U | | Jay Park Danc Dougi with Prepix in front T.G.I.Friday 's cl  negative 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
I like a | | T | | video | | U | | Jay Park Danc Dougi with Prepix in front T.G.I.Friday 's cl  neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
Prepar copi to take to town centr tomorrow now Good excus for a teensi shop trip with daughter methink !  positive 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 
yeah i think it \ u2019 a good idea so i see yeah tell me later  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
RT ||T|| ||T|| The 1st gay presid AND the 1st Dope Head Presid Ca n't wait for photo of him suck on a doogi  negative 0 1 1 0 1 0 1 0 0 0 0 1 0 0 1 
It ha been a while ye inde  neutral 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
Look forward to see Chuck Close 's instal at the 86th and 2nd Ave subway ! Carol Vogel ||T|| report ||U||  positive 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 
A littl write up about Creativ Allianc Great place to work &gt ||U||  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
A littl write up about Creativ Allianc Great place to work &gt | | U | |  neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
Daylight Save time is upon us again Sunday the clock will FALL BACK an hour  neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
CW Network Aug 30th Check Nelli on hi nee show... I have friend involv on that show..Check it Out let me know what you think  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
||T|| speak of IB are you go to Rackley 's/Straton 's studi thing at UMBC tomorrow  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
good morn honey i woke up already where are u ?  positive 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 
good morn honey i woke up alreadi where are you ?  positive 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 
Ren fair with Owain tomorrow fluff ye  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
do n't mention it. i will tell you the meet time when i settl the stuff k. wait for my messag  neutral 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 
JUNIOR Tomorrow is the last day to order class ring ! Herf Jone will be at school from 8-8 45  neutral 0 0 1 0 0 1 0 0 0 0 1 1 0 0 1 
Vavi Special CEC wa call to take forward declar of Cosatu 's 11th congress on the Marikana bloodbath GW  neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
The Craft Award are happen next week on Octob 4th at the Gladston Hotel ! Invit all your friend and get. ||U||  positive 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 
||T|| cant wait for tomorrow ! ! ! see you at the kirbi center !  positive 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 
| | T | | cant wait for tomorrow ! ! ! see you at the kirbi center !  negative 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 
| | T | | cant wait for tomorrow ! ! ! see you at the kirbi center !  neutral 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 
ang sarap mging panganay Pag ikaw may kylngan wala kang matakbuhan D 101  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 
I wa also mildli asham when I got my PSP  negative 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
Result for Heat 1 Men 's 100M Nesta Carter finish 2nd with a time of 10.15 Aviva London Grand Prix ||U||  neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
Gu Malzahn knew of March 10 traffic stop of Michael Dyer Here 's a statement on whi he wait to act ||U||  neutral 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 
At least in the end she knew that peopl care and that she wa not alon  positive 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 
At least in the end she knew that peopl care and that she wa not alon  neutral 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 
Off to IBZ tomorrow Paradise Zoo Project We Love... and Circoloco all on the card  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
Go home to tri and mayb studi for the SAT tomorrow  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
Go home to tri and mayb studi for the SAT tomorrow  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
Do n't forget Milonga Noch Argentina thi Saturday night at Call Ocho with Latigo Daniel 's class start at. ||U||  neutral 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 
Do n't forget Milonga Noch Argentina thi Saturday night at Call Ocho with Latigo Daniel 's class start at | | U | |  neutral 1 0 1 1 0 0 1 0 0 0 0 1 0 0 0 
Awesom first show last night with Killswitch in Utrecht ! Dank you wel ! ! ! Rock Im Park tomorrow !  positive 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 
Tomorrow is the day I 'm go to do a Speech of St Patrick 's day in ||T|| honour Wish me luck ! &lt 3  positive 1 0 1 1 0 0 0 0 0 0 1 1 0 0 0 
Forget to ask you just now...Do you want to join us for medit tomorrow ?  positive 1 1 1 1 0 0 0 0 1 0 0 0 0 0 0 
Found the ice cream in Slacker in Page just now Love the drive to Page Martian landscap ! Monument valley tomorrow ||U||  positive 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 
MT ||T|| Deir Ezzor Bokamal Indiscrimin mortar shell on differ part of the city Sunday 7 Oct ||U||  negative 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
||T|| I hear you are visit Anchorag AK on Monday ? And meet Dalla Seavey ? Is the event open to the gener public ?  neutral 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 
Lo Angeles Calif KTLA A magnitud 3.9 earthquak jolt part of the Lo Angel area on Sunday morn at http://t.co/6mxcJU95  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
Lookin for somethin to do thi Sat nite ? Come relax with me along with David Owen at The Marin Room in La jolla,. ||U||  neutral 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 
Lookin for somethin to do thi Sat night ? Come relax with me along with David Owen at The Marin Room in La jolla | | U | |  neutral 1 0 1 1 0 0 0 0 1 0 0 1 0 0 0 
WTO member meet as the Gener Council on 26 Octob 2012 have agre to Lao join the organization,. ||U||  neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
Daylight Save Time end thi weekend Set your clock back 1 hour befor you go to bed on Saturday night to get an extra hour of sleep !  positive 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 
11 hour of sleep e1 Thank you sembreak namiss knock out ung kagisingmo may nambubulabog agad sayo Luka and Rusher i miss you * #taongbahay:  positive 1 1 1 1 0 0 0 1 0 1 0 0 0 0 0 
okay so everyon who think it 'InternationalDirectionerDay your wrong Direction Day is 23rd of juli the day they were form ! smh.  negative 1 1 1 0 1 0 0 0 0 0 1 0 0 0 0 
||T|| could have fool me I thought the march wa about tri to win back favour with workers. Cosatu is fast lose credibl  negative 1 1 1 1 0 0 0 0 0 0 0 1 0 0 0 
||T|| Eddi Curri is show more lift then Dwight Howard who look like the 2nd come of Traci McGradi right now  neutral 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
||T|| ||T|| ||T|| My Mate ||T|| hit a hole in one on the 15th ! What is your best score around Lough Ern ? ?  neutral 1 0 1 1 0 0 0 0 1 0 1 0 0 0 0 
New Main Terrain Art Park come to the Southsid ||U||  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
||T|| Ca n't hover over link to see file name ? Tudou doe n't have playlist and thi particular person onli had the 1st episod anyway  negative 0 0 1 0 0 1 1 0 1 0 0 0 0 0 0 
Strong revenu growth at Tudou but the compani keep on bleed heavili ||U||  negative 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
||T|| also did you know March 14 is Pi Day ? Get it 3/14 &amp 3.14 ?  neutral 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 
Juli 16 8pm EST Big Time Movi will be premier on YTV with One Direct comment dure commerci e1  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
Natur Ga A Bridg to the Clean Energi Economi | Mark Udal | U Senat for Colorado ||U|| via ||T|| MARK ? C'MON ? !  neutral 1 0 1 1 0 0 0 0 1 0 1 1 0 0 1 
i think it is gorgeou as is  positive 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
IREN + JIMMi who marri in Bhutan had a 2nd wed in Taipei Couldnt make it but our associ MC &amp Jean-Michel did hyper text transfer protocol //t.co/3fMmEu2  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
IREN + JIMMi who marri in Bhutan had a 2nd wed in Taipei Couldnt make it but our associ MC &amp Jean-Michel did hyper text transfer protocol //t.co/3fMmEu2  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
Enter the Cape Argu Pick and Pay Cycl Tour happen on Sun 10 Mar 2013 ! What have I got myself into !  neutral 0 1 1 0 1 0 0 0 0 0 1 1 0 0 0 
SUNNYBANK Come along to our FREE Fertil Inform Morn at Sunnybank Brisban thi Saturday the 13th at 9am To Regist  neutral 1 0 1 1 0 0 0 0 0 0 0 1 1 0 1 
Enjoy your Sunday on thi Veteran Day take a moment to thank ani and all activ &amp veteran who serv in the militari ||T||  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
Just came out from bathroom Call you \ u002c but your fon switch off \ u002c so cant chat loh  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
From Monday 17 Sept new Librari Read Club for Recept to Year 6 from 3.30-4.30pm with Mr Bolton the School Librarian  positive 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Tianna Happi Sunday ! Sip coffee.. Ah let 's kick it off with Rihanna Shawn Hook Hedley and Christina Aguilera Who 's with me ? !  positive 0 0 1 0 0 1 0 0 1 0 1 0 0 0 0 
will bear that in mind  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
||T|| ow god haha go home at break tomorrow by the way becaus my anuti down from York so go for a meal xx  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
Although I would pick a good movi  neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
hope go to be watch littl shop of horror with eric tonight  positive 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 
you want old cd case ? got hundr plu hurri repli or throw away alreadi  neutral 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 
now that I can final sleep.. ca n't wait to work for anoth like. 8 hour or so tomorrow and a doctor appt. yay..  negative 1 0 1 1 0 0 1 0 0 0 0 1 0 0 0 
I 'm go to Miguel Mig at Nikki Beach Miami in Miami FL Mar 18 ||U||  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
go watch \ u2019Lov me if you dare \ u2019 at orchard cineleisur it realli good and realli twist and beauti  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
Michael Dyer got kick out of hi 2nd school SMH He had it made Whi throw away your talent like that SMFH  negative 1 1 1 1 0 0 0 0 0 0 0 1 0 1 1 
Hey sorri Have to meet you at bishan instead as i go to have lunch earlier Is that ok ?  negative 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 
hello I now still tri to figur out how to use the ratio ? experi ? so mayb later I send you my comment then you see if got wrong must tell me  neutral 0 1 1 0 1 0 0 0 1 0 0 1 0 0 0 
Deadli Isra strike fire from Gaza mar truce A deadli Isra airstrik into the Gaza Strip and rocket and. ||U||  neutral 0 1 1 0 1 0 0 0 0 0 0 1 0 0 0 
In celebr of Mother 's Day in we will be treat Mom 's to a glass of bubbl with tomorrow ! ||U||  positive 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 
Sorri you can not make it but ye there will be other  negative 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 
Ad psychot to my librari when year 12 start tomorrow  negative 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Ok So where you all have dinner ?  neutral 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 
Ok So where you all have dinner ?  negative 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 
Ok So where you all have dinner ?  negative 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 
may have my favourit Danni Elfman score probabl becaus it 's not a typic Elfman score  positive 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 
Halloween wore me out next on the list Danksgiv on Nov 23 at Big Fish Pub in temp hit up for slot and info onli a coupl left  negative 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Halloween wore me out next on the list Danksgiv on Nov 23 at Big Fish Pub in temp hit up for slot and info onli a coupl left  negative 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
||T|| Siri vs Googl Voic Search may the best robot helper win ||U|| shock horror  positive 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 
One concern about Poster is that it wa bought by Twitter recent and so may no longer have same support/develop as previous  negative 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 
If I see you there great but offici I am out  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
I will be buy the new Batman movi on Tuesday just to let everyon know  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 
Veri heavi band of snow just W of Grand Bend like close to 0 visibl and may drop a fast 5-8 call me of snow ||U||  positive 1 1 1 1 0 0 0 0 0 0 0 1 0 0 0 
On thi day 20 June 1987 Congressman Jack Kemp speak at The Nation Right to Life Convent in New Orleans,. ||U||  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
For fan who ca n't make the game USF Basebal 's seri open game against 2nd place UConn will be on CB Colleg Sports First pitch at 7  neutral 1 0 1 1 0 0 1 0 0 0 0 1 0 0 1 
The tragedi of onli think up hilari tweet for the Summer Olymp now is that in four year there may be no place for them  negative 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 
The tragedi of onli think up hilari tweet for the Summer Olymp now is that in four year there may be no place for them  positive 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 
The tragedi of onli think up hilari tweet for the Summer Olymp now is that in four year there may be no place for them  neutral 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 
Great result for Leverkusen to take the 3 point and put an end to Bayern win streak Where under a lot of pressur in the 2nd half  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
||T|| ||T|| if your around thi weekend were play in Clayton on Sunday night about 9  neutral 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
Tarheel preseason pick to finish 3rd behind not cool state Bind thi spirit ! Btw the origin Carolina is North Carolina !  neutral 1 1 1 0 1 0 1 0 0 0 1 0 0 0 0 
Tarheel preseason pick to finish 3rd behind not cool state Bind thi spirit ! Btw the origin Carolina is North Carolina !  neutral 1 1 1 0 1 0 1 0 0 0 1 0 0 0 0 
Let me know as soon as possibl leh  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Let me know as soon as possibl leh  positive 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
I just came back I go bath first den call you k  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 
RELATIONSHIP MEME Swift Swift is a nice young man Wraeththu who wa nice and gentl and listen to Jennif  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
RELATIONSHIP MEME Swift Swift is a nice young man Wraeththu who wa nice and gentl and listen to Jennif  negative 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
It wa such a shame that the Great Yorkshir Show wa cancel but we still realli enjoy Tuesday and ca n't ||U||  positive 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 
I wa go to filter thi but I will not be silenc either  negative 0 0 1 0 0 1 1 0 0 0 0 1 0 0 0 
||T|| I shall be there Saturday be prepar for me to give lap danc I will expect a chair in the middl of the live room  positive 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 
Run class tomorrow at 8.00am and 9.30am Hype park get faster with The Transform  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Omg ||T|| kita baru check dm ! Congrat ! ! ! See you soon seafood hehe and see you at Deloitt in Feb ! Yay ! So happi for you e1  positive 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 
Vermalen actual on hi own spread instabl by gift a goal at the 3rd minut and them make similar error at 46th minut which is shock  negative 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 
||T|| Where is it so that I may claim some ? Also now that I live here I should probabl tri and get togeth with you &amp Mait  neutral 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 
